[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:21:00 sess=ETH_post-RTH bar=50 minsIn=981 dow=Thursday px=28937.25 O=28938.25 H=28942.50 L=28935.75 C=28937.25 V=357 sessO=28938.25 sessH=28942.50 sessL=28935.75 pctFromO=+0.00% sessVol=45439 volRatio=0.41 volTrend=decreasing pctAbovePOC=100% pctUpperRange=50% trendStr=4/10 rangePos=1.37 cd24=735 cdRTH=0 deltaAsPct=+1.62% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=-0.15 deltaSlope=+83.80 barConv=7/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=0 e5=28934.96 e9=28930.69 e21=28927.05 e50=28941.09 abv=5:A 9:A 21:A 50:B POC=28935.75(+1.50pts/0.09ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-1.00pts/0.06ATR) lvlsIn1ATR=4 avwaps=0 nearAvwap=none sessVwap=28938.50 atr5m=16.64 atrRatio=0.92 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-5.25 ethLowDist=+1.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=909 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28940.50(-3.25) VAL=28935.75(+1.50) volPctl=14 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=-1 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:26:00 sess=ETH_post-RTH bar=55 minsIn=986 dow=Thursday px=28963.25 O=28964.00 H=28965.50 L=28961.25 C=28963.25 V=245 sessO=28938.25 sessH=28967.50 sessL=28935.75 pctFromO=+0.09% sessVol=49122 volRatio=0.31 volTrend=decreasing pctAbovePOC=35% pctUpperRange=71% trendStr=3/10 rangePos=0.86 cd24=956 cdRTH=0 deltaAsPct=+1.95% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.65 deltaSlope=+19.00 barConv=5/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=5 e5=28958.99 e9=28951.81 e21=28940.16 e50=28944.77 abv=5:A 9:A 21:A 50:A POC=28961.25(+2.00pts/0.13ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28961.25(+2.00pts/0.13ATR) lvlsIn1ATR=2 avwaps=1 nearAvwap=28957.48(rising,+5.77pts) sessVwap=28955.80 AVWAP0[Vol val=28957.48 rising above +5.77pts] atr5m=14.90 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-4.25 ethLowDist=+27.50 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=904 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28967.50(-4.25) VAL=28952.00(+11.25) volPctl=5 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=0 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:04:00 sess=ETH_pre-RTH bar=753 minsIn=244 dow=Friday px=29157.25 O=29157.50 H=29158.50 L=29150.25 C=29157.25 V=561 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.76% sessVol=315302 volRatio=1.11 volTrend=flat pctAbovePOC=28% pctUpperRange=66% trendStr=5/10 rangePos=0.88 cd24=5378 cdRTH=0 deltaAsPct=+1.71% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.90 deltaSlope=+21.40 barConv=5/10 swing=EXPANDING bos=none emaStack=MIXED stackAge=1 e5=29154.05 e9=29150.47 e21=29149.38 e50=29154.99 abv=5:A 9:A 21:A 50:A POC=29117.25(+40.00pts/5.82ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-35.75pts/5.21ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29150.08(rising,+7.17pts) sessVwap=29066.29 AVWAP60[Vol val=29150.08 rising above +7.17pts] AVWAP61[Vol val=29147.55 rising above +9.70pts] atr5m=6.87 atrRatio=1.03 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-35.75 ethLowDist=+258.25 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=30) rthPhase=closed ethPhase=europe minsToRTH=206 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-34.50) VAL=29037.50(+119.75) volPctl=85 IB=n/a OR=n/a otf=downx1 choch=none valueMigAgeMin=152 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:09:00 sess=ETH_pre-RTH bar=758 minsIn=249 dow=Friday px=29153.50 O=29159.00 H=29159.00 L=29153.00 C=29153.50 V=163 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.74% sessVol=316417 volRatio=0.37 volTrend=decreasing pctAbovePOC=28% pctUpperRange=66% trendStr=4/10 rangePos=0.72 cd24=5389 cdRTH=0 deltaAsPct=+1.70% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=-0.30 deltaSlope=+8.20 barConv=7/10 swing=EXPANDING bos=none emaStack=MIXED stackAge=6 e5=29155.71 e9=29154.29 e21=29151.99 e50=29155.23 abv=5:B 9:B 21:A 50:B POC=29117.25(+36.25pts/5.76ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29117.25(+36.25pts/5.76ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29150.51(rising,+2.99pts) sessVwap=29066.66 AVWAP60[Vol val=29150.51 rising above +2.99pts] AVWAP61[Vol val=29148.22 rising above +5.28pts] atr5m=6.29 atrRatio=0.93 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-39.50 ethLowDist=+254.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=35) rthPhase=closed ethPhase=europe minsToRTH=201 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-38.25) VAL=29037.75(+115.75) volPctl=4 IB=n/a OR=n/a otf=downx2 choch=none valueMigAgeMin=157 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:10:00 sess=ETH_pre-RTH bar=759 minsIn=250 dow=Friday px=29153.00 O=29153.50 H=29155.25 L=29151.75 C=29153.00 V=306 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.74% sessVol=316723 volRatio=0.70 volTrend=increasing pctAbovePOC=28% pctUpperRange=66% trendStr=4/10 rangePos=0.73 cd24=5303 cdRTH=0 deltaAsPct=+1.67% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-1.05 deltaSlope=-8.20 barConv=5/10 swing=EXPANDING bos=none emaStack=MIXED stackAge=7 e5=29154.81 e9=29154.03 e21=29152.08 e50=29155.14 abv=5:B 9:B 21:A 50:B POC=29117.25(+35.75pts/5.87ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29117.25(+35.75pts/5.87ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29150.56(flat,+2.44pts) sessVwap=29066.76 AVWAP60[Vol val=29150.56 flat above +2.44pts] AVWAP61[Vol val=29148.32 rising above +4.68pts] atr5m=6.09 atrRatio=0.90 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-40.00 ethLowDist=+254.00 openType=PRE_RTH regime=CHOPPING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=europe minsToRTH=200 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-38.75) VAL=29038.00(+115.00) volPctl=39 IB=n/a OR=n/a otf=downx3 choch=none valueMigAgeMin=158 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:11:00 sess=ETH_pre-RTH bar=760 minsIn=251 dow=Friday px=29154.00 O=29153.00 H=29156.50 L=29152.50 C=29154.00 V=215 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.75% sessVol=316938 volRatio=0.53 volTrend=decreasing pctAbovePOC=28% pctUpperRange=66% trendStr=4/10 rangePos=0.73 cd24=5280 cdRTH=0 deltaAsPct=+1.67% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.30 deltaSlope=-23.60 barConv=0/10 swing=EXPANDING bos=none emaStack=MIXED stackAge=8 e5=29154.54 e9=29154.03 e21=29152.25 e50=29155.09 abv=5:B 9:B 21:A 50:B POC=29117.25(+36.75pts/6.18ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29117.25(+36.75pts/6.18ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29150.61(flat,+3.39pts) sessVwap=29066.83 AVWAP60[Vol val=29150.61 flat above +3.39pts] AVWAP61[Vol val=29148.40 rising above +5.60pts] atr5m=5.94 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-39.00 ethLowDist=+255.00 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=europe minsToRTH=199 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-37.75) VAL=29038.00(+116.00) volPctl=17 IB=n/a OR=n/a otf=upx1 choch=none valueMigAgeMin=159 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:14:00 sess=ETH_pre-RTH bar=763 minsIn=254 dow=Friday px=29153.00 O=29151.50 H=29153.25 L=29148.25 C=29153.00 V=301 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.74% sessVol=317748 volRatio=0.79 volTrend=flat pctAbovePOC=28% pctUpperRange=66% trendStr=6/10 rangePos=0.83 cd24=5228 cdRTH=0 deltaAsPct=+1.65% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=+0.00 deltaSlope=-15.00 barConv=3/10 swing=LL-LH_DOWNTREND bos=none emaStack=MIXED stackAge=11 e5=29153.66 e9=29153.76 e21=29152.59 e50=29154.94 abv=5:B 9:B 21:A 50:B POC=29117.25(+35.75pts/6.06ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29117.25(+35.75pts/6.06ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29150.74(flat,+2.26pts) sessVwap=29067.09 AVWAP60[Vol val=29150.74 flat above +2.26pts] AVWAP61[Vol val=29148.66 rising above +4.34pts] atr5m=5.90 atrRatio=0.89 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-40.00 ethLowDist=+254.00 openType=PRE_RTH regime=CHOPPING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=europe minsToRTH=196 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-38.75) VAL=29038.25(+114.75) volPctl=40 IB=n/a OR=n/a otf=downx2 choch=none valueMigAgeMin=162 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:15:00 sess=ETH_pre-RTH bar=764 minsIn=255 dow=Friday px=29151.75 O=29152.75 H=29154.00 L=29150.75 C=29151.75 V=99 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.74% sessVol=317847 volRatio=0.28 volTrend=decreasing pctAbovePOC=28% pctUpperRange=66% trendStr=7/10 rangePos=0.88 cd24=5225 cdRTH=0 deltaAsPct=+1.64% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.45 deltaSlope=-11.00 barConv=5/10 swing=LL-LH_DOWNTREND bos=none emaStack=MIXED stackAge=12 e5=29153.02 e9=29153.36 e21=29152.52 e50=29154.81 abv=5:B 9:B 21:B 50:B POC=29117.25(+34.50pts/6.04ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29117.25(+34.50pts/6.04ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29150.75(flat,+1.00pts) sessVwap=29067.12 AVWAP60[Vol val=29150.75 flat above +1.00pts] AVWAP61[Vol val=29148.68 flat above +3.07pts] atr5m=5.71 atrRatio=0.87 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-41.25 ethLowDist=+252.75 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=europe minsToRTH=195 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-40.00) VAL=29038.25(+113.50) volPctl=2 IB=n/a OR=n/a otf=upx1 choch=none valueMigAgeMin=163 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:18:00 sess=ETH_pre-RTH bar=767 minsIn=258 dow=Friday px=29161.75 O=29153.75 H=29162.75 L=29153.75 C=29161.75 V=351 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.77% sessVol=318594 volRatio=1.08 volTrend=increasing pctAbovePOC=28% pctUpperRange=66% trendStr=7/10 rangePos=0.95 cd24=5414 cdRTH=0 deltaAsPct=+1.70% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.75 deltaSlope=+37.20 barConv=7/10 swing=LL-LH_DOWNTREND bos=BOS_UP(bar-0) emaStack=MIXED stackAge=15 e5=29156.07 e9=29155.04 e21=29153.49 e50=29154.98 abv=5:A 9:A 21:A 50:A POC=29117.25(+44.50pts/7.70ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-31.25pts/5.41ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29159.42(flat,+2.33pts) sessVwap=29067.36 AVWAP61[Vol val=29149.03 rising above +12.72pts] AVWAP62[Strong val=29159.42 flat above +2.33pts] atr5m=5.78 atrRatio=0.92 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-31.25 ethLowDist=+262.75 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=europe minsToRTH=192 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-30.00) VAL=29038.50(+123.25) volPctl=52 IB=n/a OR=n/a otf=upx4 choch=CHOCH_UP(bar-0) valueMigAgeMin=166 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:23:00 sess=ETH_pre-RTH bar=772 minsIn=263 dow=Friday px=29166.25 O=29161.50 H=29167.00 L=29159.00 C=29166.25 V=293 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.79% sessVol=320236 volRatio=1.07 volTrend=decreasing pctAbovePOC=29% pctUpperRange=66% trendStr=6/10 rangePos=1.03 cd24=5638 cdRTH=0 deltaAsPct=+1.76% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.55 deltaSlope=+8.00 barConv=7/10 swing=COMPRESSED bos=BOS_UP(bar-5) emaStack=BULLISH stackAge=1 e5=29162.45 e9=29160.45 e21=29157.05 e50=29156.40 abv=5:A 9:A 21:A 50:A POC=29117.25(+49.00pts/8.60ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-26.75pts/4.70ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29162.40(flat,+3.85pts) sessVwap=29067.93 AVWAP61[Vol val=29150.24 rising above +16.01pts] AVWAP62[Strong val=29162.40 flat above +3.85pts] atr5m=5.70 atrRatio=0.95 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-26.75 ethLowDist=+267.25 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=5) rthPhase=closed ethPhase=europe minsToRTH=187 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-25.50) VAL=29039.00(+127.25) volPctl=36 IB=n/a OR=n/a otf=nonex0 choch=CHOCH_UP(bar-5) valueMigAgeMin=171 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:28:00 sess=ETH_pre-RTH bar=777 minsIn=268 dow=Friday px=29172.25 O=29169.25 H=29174.00 L=29168.50 C=29172.25 V=250 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.81% sessVol=322103 volRatio=0.85 volTrend=decreasing pctAbovePOC=29% pctUpperRange=67% trendStr=6/10 rangePos=1.07 cd24=5991 cdRTH=0 deltaAsPct=+1.86% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.45 deltaSlope=+24.80 barConv=1/10 swing=COMPRESSED bos=BOS_UP(bar-10) emaStack=BULLISH stackAge=6 e5=29169.57 e9=29167.12 e21=29162.03 e50=29158.88 abv=5:A 9:A 21:A 50:A POC=29117.25(+55.00pts/9.67ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-20.75pts/3.65ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29170.00(rising,+2.25pts) sessVwap=29068.62 AVWAP62[Strong val=29166.08 rising above +6.17pts] AVWAP63[Vol val=29170.00 rising above +2.25pts] atr5m=5.69 atrRatio=0.98 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-20.75 ethLowDist=+273.25 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=10) rthPhase=closed ethPhase=europe minsToRTH=182 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-19.50) VAL=29039.75(+132.50) volPctl=26 IB=n/a OR=n/a otf=downx1 choch=CHOCH_UP(bar-10) valueMigAgeMin=176 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:32:00 sess=ETH_pre-RTH bar=781 minsIn=272 dow=Friday px=29165.50 O=29168.50 H=29168.50 L=29161.00 C=29165.50 V=364 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.79% sessVol=323403 volRatio=1.17 volTrend=increasing pctAbovePOC=30% pctUpperRange=67% trendStr=8/10 rangePos=1.16 cd24=5845 cdRTH=0 deltaAsPct=+1.81% deltaTrend=accel_negative etDelta=0 divActive=True priceSlope=-1.35 deltaSlope=-29.20 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-14) emaStack=BULLISH stackAge=10 e5=29167.14 e9=29166.84 e21=29163.51 e50=29160.04 abv=5:B 9:B 21:A 50:A POC=29117.25(+48.25pts/8.03ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-27.50pts/4.58ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29166.22(flat,-0.72pts) sessVwap=29069.08 AVWAP62[Strong val=29166.22 flat below -0.72pts] AVWAP63[Vol val=29168.62 falling below -3.12pts] atr5m=6.01 atrRatio=1.05 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-27.50 ethLowDist=+266.50 openType=PRE_RTH regime=REVERSAL_FORMING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=europe minsToRTH=178 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-26.25) VAL=29040.00(+125.50) volPctl=54 IB=n/a OR=n/a otf=downx1 choch=CHOCH_UP(bar-14) valueMigAgeMin=180 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:37:00 sess=ETH_pre-RTH bar=786 minsIn=277 dow=Friday px=29171.50 O=29166.75 H=29171.50 L=29165.75 C=29171.50 V=212 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.81% sessVol=324645 volRatio=0.66 volTrend=decreasing pctAbovePOC=30% pctUpperRange=67% trendStr=8/10 rangePos=0.91 cd24=5937 cdRTH=0 deltaAsPct=+1.83% deltaTrend=accel_positive etDelta=0 divActive=True priceSlope=+1.50 deltaSlope=+17.60 barConv=7/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-19) emaStack=BULLISH stackAge=15 e5=29168.57 e9=29167.88 e21=29165.24 e50=29161.48 abv=5:A 9:A 21:A 50:A POC=29117.25(+54.25pts/9.32ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-21.50pts/3.69ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29168.31(flat,+3.19pts) sessVwap=29069.52 AVWAP62[Strong val=29166.47 rising above +5.03pts] AVWAP63[Vol val=29168.31 flat above +3.19pts] atr5m=5.82 atrRatio=1.00 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-21.50 ethLowDist=+272.50 openType=PRE_RTH regime=REVERSAL_FORMING(age=5) rthPhase=closed ethPhase=europe minsToRTH=173 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-20.25) VAL=29040.25(+131.25) volPctl=16 IB=n/a OR=n/a otf=upx1 choch=CHOCH_UP(bar-19) valueMigAgeMin=185 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 04:42:00 sess=ETH_pre-RTH bar=791 minsIn=282 dow=Friday px=29183.00 O=29182.50 H=29185.50 L=29180.25 C=29183.00 V=347 sessO=28938.25 sessH=29193.00 sessL=28899.00 pctFromO=+0.85% sessVol=326813 volRatio=1.01 volTrend=decreasing pctAbovePOC=31% pctUpperRange=67% trendStr=9/10 rangePos=1.00 cd24=6187 cdRTH=0 deltaAsPct=+1.89% deltaTrend=accel_positive etDelta=0 divActive=True priceSlope=+2.00 deltaSlope=+42.80 barConv=1/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-3) emaStack=BULLISH stackAge=20 e5=29178.87 e9=29175.79 e21=29170.47 e50=29164.61 abv=5:A 9:A 21:A 50:A POC=29117.25(+65.75pts/11.15ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29193.00(-10.00pts/1.70ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29171.51(rising,+11.49pts) sessVwap=29070.35 AVWAP62[Strong val=29169.39 rising above +13.61pts] AVWAP63[Vol val=29171.51 rising above +11.49pts] atr5m=5.90 atrRatio=1.01 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-10.00 ethLowDist=+284.00 openType=PRE_RTH regime=REVERSAL_FORMING(age=10) rthPhase=closed ethPhase=europe minsToRTH=168 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29191.75(-8.75) VAL=29040.50(+142.50) volPctl=47 IB=n/a OR=n/a otf=upx1 choch=CHOCH_UP(bar-24) valueMigAgeMin=190 inst=MNQ-1m-a33117 mode=HIST
